86:4,3,1,9,4,7,7,1,3,5,5,8,7,3,5,6,1,6,2,5,5,4,6,8,7,7,9,8,6,9
87:9,2,9,6,8,7,1,1,3,6,9,9,4,8,5,2,2,9,7,7,6,9,6,6,1,4,3,2,4,3
88:1,7,4,4,4,3,9,9,7,1,8,3,5,6,7,7,9,7,9,5,7,8,2,5,7,6,6,1,3,3
89:1,2,1,3,8,8,8,5,7,9,5,6,6,1,3,7,9,1,8,2,3,6,9,8,2,9,9,8,5,6
90:5,8,4,4,9,4,3,1,9,6,3,4,9,7,6,5,7,3,9,6,6,6,5,1,5,6,5,6,8,1
91:4,7,4,8,7,2,3,4,9,7,8,4,5,9,6,3,2,8,8,1,2,6,7,3,1,3,8,4,3,9
92:5,8,5,5,2,1,3,1,9,5,8,8,8,3,5,9,4,9,7,2,2,6,8,1,8,2,2,6,4,5
93:4,9,5,4,4,2,7,8,8,2,4,6,4,8,1,7,4,5,5,7,8,4,5,6,3,1,2,7,6,5
94:6,4,1,1,2,6,2,7,5,1,4,7,5,3,7,3,8,3,7,6,6,8,4,5,6,6,1,6,2,8
95:9,4,3,2,8,3,7,6,4,1,8,1,3,7,1,9,7,4,7,8,1,8,6,2,1,8,4,9,7,2
96:4,5,2,3,1,9,2,2,3,1,8,4,1,4,7,1,2,9,4,2,1,9,5,6,2,5,7,5,4,7
97:6,8,2,1,2,8,1,4,8,2,5,9,4,8,9,6,8,2,6,4,7,7,9,9,1,4,3,7,4,2
98:8,5,2,7,1,7,7,6,9,5,9,8,3,4,6,8,5,7,3,7,5,2,4,3,9,1,1,8,3,4
99:8,6,3,9,4,1,8,6,7,5,9,7,7,4,2,1,9,4,5,2,9,2,3,3,5,6,1,2,6,5
100:2,3,4,6,8,3,9,5,7,2,8,1,3,9,3,7,3,1,5,5,6,8,6,4,8,9,9,4,5,1
101:2,9,9,8,5,5,2,6,3,6,8,4,3,3,9,1,2,6,1,6,7,1,1,2,1,7,9,4,2,5
102:6,4,1,1,2,6,2,7,5,1,4,7,5,3,7,3,8,3,7,6,6,8,4,5,6,6,1,6,2,8
103:2,5,5,1,9,8,4,3,8,7,1,6,8,8,6,9,4,1,9,3,5,2,2,5,2,1,1,3,7,3
104:9,2,1,9,5,6,8,2,3,6,5,6,1,3,9,9,3,5,7,9,9,8,6,2,2,3,6,5,3,4
105:3,4,6,2,8,9,1,4,6,7,4,2,4,7,6,3,4,3,1,7,1,9,9,4,4,7,8,9,4,8
106:3,7,5,6,6,6,5,6,8,8,5,9,7,4,9,9,2,5,6,3,4,5,5,5,6,7,7,8,7,3
107:5,7,5,9,3,3,4,3,6,5,4,7,6,8,7,7,4,1,3,4,8,5,6,5,3,2,3,5,8,9
108:4,1,8,4,2,6,6,7,1,9,1,4,1,7,5,4,5,1,8,6,8,5,7,7,4,4,1,9,6,3
109:4,4,6,6,6,3,6,1,5,2,9,8,5,8,9,7,9,7,6,2,4,4,7,3,5,4,6,4,2,4
110:2,2,4,6,2,7,8,5,1,7,4,1,9,5,1,6,7,9,7,5,1,9,8,1,7,1,6,5,9,5
111:2,3,4,4,7,5,6,1,7,6,2,3,1,8,4,8,6,7,8,1,1,6,1,5,6,6,8,9,2,2
112:6,7,7,2,4,2,9,2,8,3,1,1,2,4,7,3,4,6,5,7,8,2,2,6,9,3,9,5,8,2
113:8,3,6,6,9,1,7,7,3,1,5,8,2,9,5,1,8,3,6,7,3,1,6,6,3,8,8,9,9,7
114:6,2,6,7,2,4,5,1,4,5,4,2,7,2,9,7,2,6,5,2,4,9,6,3,5,8,9,6,1,3
115:2,9,9,5,1,3,7,2,2,9,8,3,1,3,8,9,3,1,2,4,1,5,6,3,4,4,8,5,1,4
116:5,1,2,5,3,3,1,6,5,9,7,8,5,6,2,7,5,2,2,5,6,8,5,1,9,8,4,8,7,2
117:2,7,4,3,1,2,4,6,4,5,1,4,9,3,7,2,2,1,5,7,8,4,6,6,8,8,7,7,7,7
118:6,6,1,5,9,9,6,1,3,5,2,7,5,8,8,9,7,1,8,5,4,3,8,6,4,3,7,9,9,1
119:3,5,7,6,2,9,3,2,7,2,5,7,6,1,8,6,5,5,1,9,9,8,1,8,3,7,4,1,1,3
120:9,5,1,7,2,7,6,2,8,6,8,6,5,7,9,4,1,1,7,6,5,7,7,7,8,7,8,9,6,3
121:6,7,7,2,4,2,9,2,8,3,1,1,2,4,7,3,4,6,5,7,8,2,9,6,9,3,9,5,8,9
122:8,5,2,5,5,6,4,4,2,4,4,2,8,3,6,1,9,5,6,6,8,1,3,4,6,6,5,1,4,7
123:3,8,3,1,4,2,6,2,1,4,9,8,5,2,1,7,3,3,6,8,6,7,5,8,5,2,6,9,3,4
124:9,2,1,9,5,6,8,2,3,6,5,6,1,3,9,9,3,5,7,9,9,8,6,2,2,3,6,5,3,1
125:5,8,5,6,2,9,3,8,3,5,1,1,3,8,4,1,1,3,2,7,9,5,4,9,6,2,7,8,8,6
126:8,5,4,8,5,3,4,8,6,8,5,3,3,3,7,2,3,2,6,4,7,2,9,5,9,2,4,3,5,9
127:1,2,3,9,1,2,4,4,2,9,5,9,8,2,3,8,8,7,2,9,5,8,4,9,2,8,4,3,5,9
128:2,9,5,9,7,8,7,6,6,2,4,2,8,7,7,9,1,6,7,1,9,9,3,8,7,1,9,8,2,3
129:4,8,4,7,1,7,9,8,3,1,8,6,6,5,9,1,6,4,4,5,4,4,7,5,4,4,7,2,2,4
130:9,7,2,3,1,9,7,7,3,5,8,6,9,3,7,3,3,2,1,3,7,8,7,6,7,6,6,5,2,9
131:6,4,2,9,8,8,1,3,8,2,4,5,5,6,5,1,3,8,8,7,1,1,8,7,5,1,8,2,1,1
132:5,9,2,7,1,4,8,6,8,8,3,8,8,7,4,9,8,8,5,3,2,7,5,3,9,1,1,9,1,7
133:6,7,9,2,1,8,8,9,6,9,6,3,4,7,7,2,2,9,2,2,1,8,5,1,7,2,3,8,6,3
134:6,1,7,3,5,9,8,2,3,6,6,1,4,8,1,5,8,7,6,8,5,6,2,5,5,3,6,8,4,2
135:7,2,5,4,3,3,3,8,3,1,2,6,4,1,6,6,8,8,6,5,1,1,7,8,6,5,4,8,5,3
136:3,3,2,9,2,9,7,2,6,3,4,7,4,6,2,5,5,4,8,8,7,3,2,5,3,6,4,3,2,7
137:1,8,1,3,8,7,8,1,4,8,7,6,6,4,9,8,5,2,3,6,1,5,7,2,3,4,2,9,8,5
138:3,8,5,7,5,6,4,5,3,9,5,3,8,5,6,4,3,2,7,8,1,9,1,3,3,9,1,8,1,2
139:5,2,6,9,1,2,5,8,4,7,9,5,9,6,4,2,8,3,6,4,4,6,5,9,2,5,4,2,5,1
140:9,8,1,8,2,1,3,4,3,7,5,2,3,4,2,9,2,7,1,4,8,2,3,1,5,5,9,1,9,3
141:4,8,3,5,3,6,7,2,8,9,9,9,1,7,5,5,2,2,6,4,5,1,3,2,4,8,3,4,1,1
142:8,5,2,7,1,7,7,6,9,5,9,8,3,4,6,8,5,7,3,7,5,2,4,3,9,1,1,8,3,6
143:9,2,1,9,7,7,3,2,5,7,4,1,4,5,2,4,5,9,5,2,6,1,6,9,2,2,4,2,3,1
144:3,7,4,3,2,8,5,6,7,9,1,5,6,8,2,6,4,5,5,7,6,7,3,5,1,4,4,6,1,5
145:2,5,5,1,9,8,4,3,8,7,1,6,8,8,6,9,4,9,9,3,5,2,2,5,2,1,1,3,7,9
146:8,3,2,9,7,5,2,6,5,5,3,9,4,7,6,6,6,8,4,4,9,4,2,1,2,3,2,2,4,1
147:3,8,3,1,4,2,6,2,1,4,9,8,5,2,1,7,3,3,6,8,6,7,5,8,5,2,6,9,3,1
148:6,6,1,5,9,4,6,1,3,5,2,7,5,8,8,9,7,1,8,5,4,3,8,6,4,3,7,9,9,1
149:4,6,6,7,4,7,9,9,4,2,4,7,6,5,8,5,7,9,3,5,5,8,3,4,9,5,7,6,2,4
150:4,1,8,4,8,7,3,9,9,1,7,4,1,2,4,3,2,2,8,4,6,3,1,3,3,2,7,9,9,5
151:3,9,3,3,3,2,1,6,2,7,3,3,5,1,5,4,4,6,3,1,1,1,2,8,3,7,7,7,7,8
152:7,9,6,6,4,2,2,8,5,2,4,9,2,6,1,6,1,5,6,1,8,1,1,6,9,3,4,6,8,9
153:2,9,5,9,8,8,7,6,6,2,4,2,8,7,7,9,1,6,7,1,9,9,3,8,7,1,9,8,2,3
154:2,3,7,7,8,6,6,4,6,9,2,9,5,5,8,5,1,3,5,7,6,3,8,5,4,4,1,6,3,1
155:5,8,5,5,2,1,3,1,9,5,8,8,8,3,5,9,4,9,7,2,2,6,8,1,8,2,2,6,4,8
156:4,5,2,7,1,8,1,1,9,9,1,3,8,6,9,3,1,2,1,6,2,1,6,8,1,5,8,3,9,2
157:1,8,1,5,5,8,5,8,6,8,8,7,9,6,8,5,3,3,4,6,2,6,2,6,5,7,4,4,2,5
158:6,8,7,4,3,9,9,6,4,6,6,4,1,6,4,3,4,2,3,6,7,3,5,2,7,9,5,1,4,7
159:4,7,4,8,7,2,3,4,9,7,8,4,5,9,6,3,2,8,8,1,2,6,7,3,1,3,8,4,3,7
160:7,6,2,5,6,1,7,8,6,3,3,1,4,4,1,1,3,3,1,4,5,3,9,1,8,9,8,1,5,1
161:7,5,4,4,9,2,2,7,9,4,9,4,7,8,7,2,7,7,4,1,3,4,8,2,6,5,3,2,1,7
162:8,7,7,2,7,7,5,7,6,8,1,2,3,8,6,4,6,7,5,1,3,6,4,3,8,2,6,3,4,7
163:1,7,7,4,3,4,1,8,9,9,1,8,3,9,3,5,6,7,2,8,1,2,7,8,4,2,8,5,4,8
164:9,4,1,1,3,3,8,7,4,1,1,7,3,1,2,7,5,7,5,9,5,5,1,1,7,2,6,5,2,5
165:8,4,5,4,7,7,8,3,1,8,1,8,1,2,1,1,7,6,7,5,3,7,3,4,4,6,9,9,3,6
166:1,4,8,2,7,8,9,4,7,8,6,2,5,3,4,6,9,9,9,8,7,5,4,5,5,3,6,6,4,8
167:8,3,7,1,2,4,6,6,5,9,9,5,1,1,8,7,5,7,5,6,2,4,4,4,2,8,6,8,7,9
168:6,4,8,9,5,8,5,3,9,4,3,2,6,4,4,6,1,8,7,5,5,9,6,9,5,8,9,6,2,3
169:5,2,9,7,4,5,4,2,4,9,8,3,9,5,6,9,3,7,3,4,4,4,1,6,6,7,7,5,4,1
170:6,2,2,8,3,6,5,9,7,3,7,7,7,7,3,9,5,5,6,7,2,3,2,9,9,3,1,3,6,4
171:7,8,1,6,7,7,7,7,9,8,7,8,8,2,6,2,6,8,9,9,3,2,7,1,7,1,8,1,1,1
172:4,8,6,7,1,8,3,2,2,6,3,6,7,8,4,7,4,8,1,8,9,9,8,6,3,6,3,2,5,6
173:9,9,8,3,9,6,8,9,3,7,3,4,7,5,9,8,6,8,1,7,1,5,7,5,4,7,6,5,5,4
174:8,3,9,9,7,5,3,9,5,7,5,3,9,3,5,8,8,2,7,1,4,7,4,3,9,8,6,2,9,4
175:7,1,7,2,4,1,3,4,4,7,1,5,7,2,9,3,1,9,7,6,1,1,1,5,4,5,1,6,9,7
176:1,1,9,5,6,6,6,4,9,5,8,7,6,3,4,1,7,4,5,4,7,5,6,7,4,4,2,3,4,8
177:8,3,6,6,9,7,5,6,4,3,6,7,4,3,8,4,8,8,3,4,2,7,5,5,1,8,7,2,3,3
178:2,9,2,2,7,1,2,3,2,4,7,9,5,6,7,9,6,8,9,1,1,3,6,5,4,1,2,6,9,4
179:8,5,6,9,1,7,1,1,5,7,7,5,4,1,2,1,7,2,6,3,9,7,2,7,9,2,4,1,1,3
180:9,2,4,3,7,9,6,7,5,2,3,5,7,2,2,6,5,7,9,5,6,5,1,4,2,3,7,2,5,7
181:9,7,1,2,1,9,2,4,8,4,1,6,3,7,1,2,8,2,5,4,6,7,9,6,2,8,5,5,4,4
182:7,2,5,4,1,6,2,4,8,5,2,8,7,5,6,5,4,4,5,2,3,8,9,8,4,3,2,9,7,8
183:8,6,2,8,8,9,3,5,8,1,8,7,6,6,2,1,7,5,7,1,9,3,5,8,3,1,9,5,8,3
184:3,6,5,1,7,9,3,3,2,9,1,1,9,1,5,5,6,8,2,4,1,8,3,8,5,5,3,1,5,8
185:6,8,2,1,2,8,1,4,8,2,5,9,4,8,9,6,8,2,6,4,7,7,9,9,1,4,3,2,4,2
186:7,2,5,4,3,3,3,8,3,1,2,6,4,1,6,6,8,8,6,5,1,1,7,8,6,8,4,8,5,3
187:4,7,4,8,7,2,3,4,9,7,8,4,5,9,6,3,2,8,8,1,2,6,7,3,1,3,8,4,3,7
188:7,5,5,4,6,2,4,7,5,3,4,2,9,6,3,4,7,8,2,6,6,9,4,6,4,5,5,2,3,4
189:9,4,5,5,9,3,6,1,7,5,5,2,4,4,6,1,4,2,7,1,7,9,1,1,6,9,4,3,1,6
190:7,6,6,4,5,4,6,9,5,1,3,7,1,2,4,7,4,1,1,8,2,1,2,3,5,8,9,1,7,6
191:9,4,5,4,8,1,2,2,1,2,2,1,1,6,3,9,5,3,8,1,8,9,5,8,8,3,5,9,4,4
192:3,6,6,5,9,1,8,5,9,4,7,9,5,5,2,9,7,5,4,8,2,1,7,9,7,4,6,5,9,2
193:3,3,6,3,4,7,8,1,6,8,9,7,7,4,9,8,5,6,7,2,4,7,8,8,3,2,1,5,4,4
194:1,3,4,8,4,4,7,5,8,9,6,5,4,1,7,8,2,9,3,2,7,5,6,8,1,1,7,4,6,8
195:4,9,6,4,4,2,7,8,8,2,4,6,4,8,1,7,4,5,5,7,8,4,5,6,3,1,2,7,6,5
196:9,7,2,3,1,9,7,7,3,5,8,6,9,3,7,3,3,2,1,3,7,8,7,6,7,6,6,5,2,9
197:6,4,1,1,2,6,2,7,5,1,4,7,5,3,7,3,8,3,7,6,6,8,4,5,6,6,1,6,2,5
198:8,5,8,5,8,3,8,4,3,2,6,9,2,3,5,7,8,6,2,9,4,3,7,6,6,2,9,5,4,5
199:2,7,6,6,5,2,7,9,9,8,7,4,9,5,5,2,2,2,5,4,6,7,5,5,5,1,1,5,6,3
200:5,8,9,4,4,8,5,5,2,8,4,8,1,2,3,3,9,7,4,2,1,3,3,3,6,3,1,6,6,4
201:5,2,7,3,2,1,3,3,6,4,1,8,7,6,7,2,9,6,5,9,1,2,4,2,6,1,4,9,7,1
202:2,5,7,9,4,6,3,9,6,1,6,7,4,6,4,8,7,4,1,1,7,1,1,5,2,5,5,1,6,2
203:5,2,6,9,1,2,5,8,4,7,9,5,9,6,4,2,8,3,6,4,4,6,5,9,2,5,4,2,5,2
204:2,1,6,7,8,1,9,3,3,7,9,5,1,5,7,4,8,8,8,7,7,4,5,8,8,8,1,7,3,6
205:8,5,2,7,1,7,7,6,2,5,9,8,3,4,6,8,5,7,3,7,5,2,4,3,9,1,1,8,3,4
206:7,7,7,4,6,5,7,8,6,7,1,3,1,4,5,7,9,7,4,7,2,3,8,6,3,6,3,3,1,6
207:5,8,5,5,2,1,3,1,9,5,8,8,8,3,5,9,4,9,7,2,2,6,8,1,8,2,5,6,4,5
208:5,3,3,7,1,6,2,7,5,6,3,5,5,3,4,8,6,7,7,8,4,5,6,7,8,8,9,5,8,2
209:5,1,9,8,5,7,8,8,9,3,5,9,4,2,2,9,4,4,6,2,7,8,4,3,7,5,8,9,9,2
210:5,1,9,8,5,7,8,8,9,3,5,9,4,2,2,9,4,4,6,2,7,8,4,3,7,5,8,9,9,3
211:2,3,5,5,4,3,2,7,8,4,3,9,5,6,2,5,4,5,8,1,6,7,5,3,5,7,1,7,4,7
212:7,8,3,5,3,9,2,9,2,1,3,2,7,6,1,3,4,5,4,7,1,4,3,3,4,2,3,4,2,2
213:7,8,5,8,5,6,9,7,4,8,9,8,3,3,1,7,5,2,9,6,2,4,3,7,5,3,8,8,8,5
214:5,4,5,5,9,9,6,2,2,5,9,2,9,4,2,4,1,6,6,1,6,9,7,3,5,6,2,7,1,3
215:9,1,2,4,9,8,9,9,2,7,4,6,8,8,7,4,5,9,8,6,7,6,8,8,2,3,1,9,6,1
216:6,3,8,8,5,2,4,3,6,7,1,2,9,1,6,5,5,5,3,5,3,7,2,5,5,1,6,8,6,9
217:3,4,6,2,8,6,6,5,8,7,1,1,7,1,7,5,8,5,2,2,9,8,6,4,2,5,7,7,6,7
218:7,4,1,4,2,3,4,7,7,2,5,8,7,7,6,7,8,9,6,8,7,8,4,4,8,9,1,6,8,9
219:8,6,5,1,1,2,4,5,5,4,9,2,6,4,2,5,9,2,2,3,7,6,2,6,3,7,3,8,2,2
220:6,3,9,4,8,3,9,7,4,6,8,9,3,6,7,4,6,2,3,8,7,2,9,7,5,6,6,3,6,6
221:1,4,8,2,7,8,9,4,7,8,8,2,5,3,4,6,9,9,9,8,7,5,4,5,5,3,6,6,4,5
222:8,4,6,1,1,3,7,4,2,6,4,4,7,6,2,6,8,4,9,7,7,5,4,6,8,4,4,1,2,4
223:2,3,9,3,6,6,7,9,6,4,3,1,2,6,3,9,1,9,6,1,6,5,3,2,8,3,4,4,1,8
224:9,5,1,7,2,7,6,2,8,6,8,6,5,7,9,4,1,1,7,6,5,7,7,7,8,7,8,9,6,4
225:8,9,3,1,2,3,9,2,8,9,6,5,2,3,7,4,6,3,5,2,6,8,7,8,4,6,8,5,9,9
